,Unnamed: 0,mea_ddhr,tem_in,hum_in,tem_coil,tem_out,hum_out,cond,loc,time_period,tem_diff,ran
67080,67080,2017-09-24 23:00,23.8,80.34,22.23,21.57,85.13,0.0,2,2017-09-24 23:00:00,1.5700000000000005,True
67081,67081,2017-09-25 0:00,23.28,80.34,22.19,20.5,89.13,0.0,2,2017-09-25 00:00:00,1.09,True
68114,68114,2017-11-07 22:00,18.12,69.99,14.26,16.99,73.75,0.0,2,2017-11-07 22:00:00,3.860000000000001,True
68115,68115,2017-11-07 23:00,17.97,72.62,14.41,16.84,74.02,0.0,2,2017-11-07 23:00:00,3.5599999999999987,True
68116,68116,2017-11-08 0:00,17.84,74.24,14.45,16.68,76.47,0.0,2,2017-11-08 00:00:00,3.390000000000001,True
68117,68117,2017-11-08 1:00,18.15,75.31,14.45,17.02,79.43,1.0,2,2017-11-08 01:00:00,3.6999999999999993,True
68118,68118,2017-11-08 2:00,18.09,77.29,14.45,16.56,79.4,1.0,2,2017-11-08 02:00:00,3.640000000000001,True
68119,68119,2017-11-08 3:00,18.03,77.2,14.6,16.59,78.69,1.0,2,2017-11-08 03:00:00,3.430000000000001,True
68120,68120,2017-11-08 4:00,17.84,76.1,14.68,16.11,78.14,0.0,2,2017-11-08 04:00:00,3.16,True
68121,68121,2017-11-08 5:00,17.57,75.98,14.6,15.77,80.43,0.0,2,2017-11-08 05:00:00,2.9700000000000006,True
68122,68122,2017-11-08 6:00,17.42,74.11,14.68,15.59,75.0,0.0,2,2017-11-08 06:00:00,2.740000000000002,True
68258,68258,2017-11-13 22:00,13.51,73.81,10.71,12.47,78.97,0.0,2,2017-11-13 22:00:00,2.799999999999999,True
68259,68259,2017-11-13 23:00,13.82,76.1,10.86,12.87,79.7,0.0,2,2017-11-13 23:00:00,2.9600000000000013,True
68260,68260,2017-11-14 0:00,14.18,73.38,10.98,13.85,59.43,0.0,2,2017-11-14 00:00:00,3.1999999999999997,True
68463,68463,2017-11-22 11:00,8.6,76.16,5.98,10.15,72.31,0.0,2,2017-11-22 11:00:00,2.619999999999999,True
68464,68464,2017-11-22 12:00,9.63,77.99,6.25,13.3,60.01,1.0,2,2017-11-22 12:00:00,3.3800000000000012,True
68465,68465,2017-11-22 13:00,10.58,72.74,6.4,13.42,45.36,1.0,2,2017-11-22 13:00:00,4.18,True
68467,68467,2017-11-22 15:00,11.22,66.39,6.74,10.4,61.9,0.0,2,2017-11-22 15:00:00,4.48,True
68543,68543,2017-11-25 19:00,10.67,68.93,6.21,10.76,70.54,0.0,2,2017-11-25 19:00:00,4.46,True
68544,68544,2017-11-25 20:00,10.89,74.11,6.21,10.0,79.37,1.0,2,2017-11-25 20:00:00,4.6800000000000015,True
68545,68545,2017-11-25 21:00,10.4,78.39,6.36,8.47,86.08,1.0,2,2017-11-25 21:00:00,4.04,True
68546,68546,2017-11-25 22:00,10.58,78.82,6.36,8.6,85.07,1.0,2,2017-11-25 22:00:00,4.22,True
68547,68547,2017-11-25 23:00,10.4,78.79,6.7,8.14,86.02,1.0,2,2017-11-25 23:00:00,3.7,True
68548,68548,2017-11-26 0:00,10.06,77.26,6.59,7.99,83.24,1.0,2,2017-11-26 00:00:00,3.4700000000000006,True
68549,68549,2017-11-26 1:00,10.18,75.89,6.67,8.32,80.25,1.0,2,2017-11-26 01:00:00,3.51,True
68550,68550,2017-11-26 2:00,10.24,73.6,6.67,8.93,76.47,1.0,2,2017-11-26 02:00:00,3.5700000000000003,True
68551,68551,2017-11-26 3:00,10.18,73.57,6.82,7.59,84.34,0.0,2,2017-11-26 03:00:00,3.3599999999999994,True
68552,68552,2017-11-26 4:00,9.79,74.3,6.82,7.1,84.71,0.0,2,2017-11-26 04:00:00,2.969999999999999,True
68553,68553,2017-11-26 5:00,9.69,76.31,6.93,7.37,88.03,0.0,2,2017-11-26 05:00:00,2.76,True
68554,68554,2017-11-26 6:00,9.3,76.74,6.78,6.15,88.89,0.0,2,2017-11-26 06:00:00,2.5200000000000005,True
68624,68624,2017-11-29 4:00,11.28,74.91,8.15,9.08,79.7,0.0,2,2017-11-29 04:00:00,3.129999999999999,True
68625,68625,2017-11-29 5:00,11.31,72.47,8.15,8.5,78.79,0.0,2,2017-11-29 05:00:00,3.16,True
68726,68726,2017-12-03 10:00,7.71,77.9,5.06,6.4,83.82,0.0,2,2017-12-03 10:00:00,2.6500000000000004,True
68727,68727,2017-12-03 11:00,8.08,79.64,5.1,8.29,73.08,1.0,2,2017-12-03 11:00:00,2.9800000000000004,True
68728,68728,2017-12-03 12:00,8.66,78.85,5.33,7.99,78.94,1.0,2,2017-12-03 12:00:00,3.33,True
68729,68729,2017-12-03 13:00,9.24,78.24,5.29,8.14,77.26,1.0,2,2017-12-03 13:00:00,3.95,True
68730,68730,2017-12-03 14:00,9.3,77.05,5.6,8.5,76.89,1.0,2,2017-12-03 14:00:00,3.700000000000001,True
68731,68731,2017-12-03 15:00,9.69,76.04,5.75,9.05,76.31,1.0,2,2017-12-03 15:00:00,3.94,True
68732,68732,2017-12-03 16:00,10.18,74.24,5.9,8.6,76.28,1.0,2,2017-12-03 16:00:00,4.2799999999999985,True
68733,68733,2017-12-03 17:00,9.97,73.11,5.83,8.26,75.37,1.0,2,2017-12-03 17:00:00,4.1400000000000015,True
68734,68734,2017-12-03 18:00,9.73,73.26,5.9,7.86,78.39,1.0,2,2017-12-03 18:00:00,3.83,True
68735,68735,2017-12-03 19:00,9.57,72.83,6.09,6.58,81.23,0.0,2,2017-12-03 19:00:00,3.4800000000000004,True
68736,68736,2017-12-03 20:00,9.08,73.38,6.13,6.4,84.31,0.0,2,2017-12-03 20:00:00,2.95,True
68737,68737,2017-12-03 21:00,8.78,73.96,6.02,5.73,85.16,0.0,2,2017-12-03 21:00:00,2.76,True
68738,68738,2017-12-03 22:00,8.41,75.43,6.13,5.33,87.0,0.0,2,2017-12-03 22:00:00,2.28,True
68810,68810,2017-12-06 22:00,5.91,74.82,3.57,3.22,85.04,0.0,2,2017-12-06 22:00:00,2.3400000000000003,True
68811,68811,2017-12-06 23:00,5.7,76.4,3.65,2.92,85.81,0.0,2,2017-12-06 23:00:00,2.0500000000000003,True
68812,68812,2017-12-07 0:00,5.76,77.14,3.69,2.8,87.52,0.0,2,2017-12-07 00:00:00,2.07,True
68813,68813,2017-12-07 1:00,5.6,77.44,3.73,2.74,87.94,0.0,2,2017-12-07 01:00:00,1.87,True
68814,68814,2017-12-07 2:00,6.18,77.63,3.8,4.02,86.78,0.0,2,2017-12-07 02:00:00,2.38,True
68815,68815,2017-12-07 3:00,6.4,77.87,3.84,3.96,84.46,0.0,2,2017-12-07 03:00:00,2.5600000000000005,True
68816,68816,2017-12-07 4:00,6.79,75.31,3.96,5.21,77.5,0.0,2,2017-12-07 04:00:00,2.83,True
68817,68817,2017-12-07 5:00,6.58,75.09,3.99,4.02,81.62,0.0,2,2017-12-07 05:00:00,2.59,True
68818,68818,2017-12-07 6:00,6.18,76.19,4.07,3.01,88.55,0.0,2,2017-12-07 06:00:00,2.1099999999999994,True
68894,68894,2017-12-10 10:00,6.31,78.51,3.77,4.78,83.91,1.0,2,2017-12-10 10:00:00,2.54,True
68895,68895,2017-12-10 11:00,6.64,80.86,3.92,5.7,87.06,1.0,2,2017-12-10 11:00:00,2.72,True
68896,68896,2017-12-10 12:00,7.31,80.56,4.11,7.83,75.03,1.0,2,2017-12-10 12:00:00,3.1999999999999997,True
68897,68897,2017-12-10 13:00,8.08,77.47,4.3,9.88,63.31,1.0,2,2017-12-10 13:00:00,3.78,True
68898,68898,2017-12-10 14:00,8.81,71.31,4.41,10.21,55.68,1.0,2,2017-12-10 14:00:00,4.4,True
69206,69206,2017-12-23 10:00,5.48,77.81,3.5,5.63,76.53,0.0,2,2017-12-23 10:00:00,1.9800000000000004,True
69207,69207,2017-12-23 11:00,6.37,79.03,3.69,9.69,60.65,1.0,2,2017-12-23 11:00:00,2.68,True
69208,69208,2017-12-23 12:00,7.41,78.24,3.77,8.6,64.07,1.0,2,2017-12-23 12:00:00,3.64,True
69209,69209,2017-12-23 13:00,7.89,76.5,3.96,8.26,68.93,1.0,2,2017-12-23 13:00:00,3.93,True
69210,69210,2017-12-23 14:00,8.47,73.75,4.26,8.47,70.48,1.0,2,2017-12-23 14:00:00,4.210000000000001,True
69211,69211,2017-12-23 15:00,8.78,72.74,4.26,8.84,68.62,1.0,2,2017-12-23 15:00:00,4.52,True
69212,69212,2017-12-23 16:00,8.84,72.28,4.18,9.24,65.11,1.0,2,2017-12-23 16:00:00,4.66,True
69213,69213,2017-12-23 17:00,8.66,71.31,4.26,7.8,72.71,1.0,2,2017-12-23 17:00:00,4.4,True
69214,69214,2017-12-23 18:00,8.32,72.68,4.41,5.09,78.45,1.0,2,2017-12-23 18:00:00,3.91,True
69215,69215,2017-12-23 19:00,8.08,74.79,4.41,5.94,83.58,1.0,2,2017-12-23 19:00:00,3.67,True
69216,69216,2017-12-23 20:00,7.5,75.37,4.41,3.47,86.2,0.0,2,2017-12-23 20:00:00,3.09,True
69217,69217,2017-12-23 21:00,7.28,76.65,4.38,3.19,86.11,1.0,2,2017-12-23 21:00:00,2.9000000000000004,True
69218,69218,2017-12-23 22:00,6.86,76.01,4.45,3.68,88.46,0.0,2,2017-12-23 22:00:00,2.41,True
69219,69219,2017-12-23 23:00,6.76,76.13,4.57,3.77,86.54,0.0,2,2017-12-23 23:00:00,2.1899999999999995,True
69220,69220,2017-12-24 0:00,6.79,77.41,4.49,4.35,87.24,0.0,2,2017-12-24 00:00:00,2.3,True
69221,69221,2017-12-24 1:00,6.61,76.74,4.49,3.62,86.87,0.0,2,2017-12-24 01:00:00,2.12,True
69225,69225,2017-12-24 5:00,6.89,75.55,4.72,5.12,80.95,0.0,2,2017-12-24 05:00:00,2.17,True
69228,69228,2017-12-24 8:00,6.61,77.35,4.8,4.38,85.9,0.0,2,2017-12-24 08:00:00,1.8100000000000005,True
69229,69229,2017-12-24 9:00,6.73,79.15,4.8,4.72,88.58,0.0,2,2017-12-24 09:00:00,1.9300000000000008,True
69230,69230,2017-12-24 10:00,7.01,80.22,4.87,4.78,88.74,0.0,2,2017-12-24 10:00:00,2.14,True
69231,69231,2017-12-24 11:00,6.95,81.78,4.8,4.69,89.74,1.0,2,2017-12-24 11:00:00,2.1500000000000004,True
69232,69232,2017-12-24 12:00,7.16,82.33,4.91,5.12,90.93,1.0,2,2017-12-24 12:00:00,2.25,True
69233,69233,2017-12-24 13:00,7.28,82.39,4.99,4.69,90.35,1.0,2,2017-12-24 13:00:00,2.29,True
69234,69234,2017-12-24 14:00,7.62,81.53,5.1,5.3,88.74,1.0,2,2017-12-24 14:00:00,2.5200000000000005,True
69235,69235,2017-12-24 15:00,7.25,78.69,5.06,3.96,84.74,0.0,2,2017-12-24 15:00:00,2.1900000000000004,True
69352,69352,2017-12-29 12:00,5.73,71.34,2.16,5.09,70.42,0.0,2,2017-12-29 12:00:00,3.5700000000000003,True
69353,69353,2017-12-29 13:00,6.31,72.62,2.12,5.7,71.73,1.0,2,2017-12-29 13:00:00,4.19,True
69354,69354,2017-12-29 14:00,6.64,72.5,2.32,5.36,72.68,1.0,2,2017-12-29 14:00:00,4.32,True
69355,69355,2017-12-29 15:00,7.16,67.77,2.62,5.48,69.75,0.0,2,2017-12-29 15:00:00,4.54,True
69356,69356,2017-12-29 16:00,7.25,66.82,2.62,5.18,71.46,0.0,2,2017-12-29 16:00:00,4.63,True
69747,69747,2018-01-15 1:00,4.44,66.94,0.03,2.86,69.63,0.0,2,2018-01-15 01:00:00,4.41,True
69748,69748,2018-01-15 2:00,4.54,70.57,0.1,2.49,73.57,1.0,2,2018-01-15 02:00:00,4.44,True
69749,69749,2018-01-15 3:00,4.9,75.92,0.18,4.81,77.69,1.0,2,2018-01-15 03:00:00,4.7200000000000015,True
69750,69750,2018-01-15 4:00,5.54,77.93,0.52,5.02,78.02,1.0,2,2018-01-15 04:00:00,5.02,True
69751,69751,2018-01-15 5:00,5.7,79.55,0.56,5.05,79.55,1.0,2,2018-01-15 05:00:00,5.1400000000000015,True
69752,69752,2018-01-15 6:00,5.63,80.77,0.9,5.05,81.2,1.0,2,2018-01-15 06:00:00,4.73,True
69753,69753,2018-01-15 7:00,5.85,81.99,0.75,5.15,82.6,1.0,2,2018-01-15 07:00:00,5.1,True
69754,69754,2018-01-15 8:00,5.88,82.81,1.21,4.96,82.33,1.0,2,2018-01-15 08:00:00,4.67,True
69755,69755,2018-01-15 9:00,5.76,82.36,1.21,7.74,72.41,1.0,2,2018-01-15 09:00:00,4.55,True
69756,69756,2018-01-15 10:00,6.55,77.14,1.55,9.82,50.61,1.0,2,2018-01-15 10:00:00,5.0,True
69757,69757,2018-01-15 11:00,6.58,73.9,1.59,7.19,60.84,1.0,2,2018-01-15 11:00:00,4.99,True
69758,69758,2018-01-15 12:00,7.01,71.73,1.78,6.55,65.08,1.0,2,2018-01-15 12:00:00,5.23,True
69759,69759,2018-01-15 13:00,7.04,69.41,2.09,6.28,62.18,1.0,2,2018-01-15 13:00:00,4.95,True
69805,69805,2018-01-17 11:00,6.0,77.29,3.8,4.41,83.21,0.0,2,2018-01-17 11:00:00,2.2,True
69806,69806,2018-01-17 12:00,6.67,75.43,3.96,5.36,79.21,0.0,2,2018-01-17 12:00:00,2.71,True
69807,69807,2018-01-17 13:00,7.31,73.32,4.18,5.24,76.13,0.0,2,2018-01-17 13:00:00,3.13,True
69808,69808,2018-01-17 14:00,7.86,71.28,4.3,5.88,73.14,0.0,2,2018-01-17 14:00:00,3.5600000000000005,True
70377,70377,2018-02-10 7:00,3.8,72.04,0.37,2.12,77.29,0.0,2,2018-02-10 07:00:00,3.43,True
70378,70378,2018-02-10 8:00,4.08,73.84,0.52,3.25,73.84,1.0,2,2018-02-10 08:00:00,3.56,True
70379,70379,2018-02-10 9:00,4.2,71.55,0.52,4.08,64.99,0.0,2,2018-02-10 09:00:00,3.68,True
70475,70475,2018-02-14 9:00,5.45,71.06,1.74,8.02,58.73,0.0,2,2018-02-14 09:00:00,3.71,True
70476,70476,2018-02-14 10:00,5.97,71.09,1.9,9.91,52.96,1.0,2,2018-02-14 10:00:00,4.07,True
70477,70477,2018-02-14 11:00,6.67,71.58,2.01,11.16,50.37,1.0,2,2018-02-14 11:00:00,4.66,True
70478,70478,2018-02-14 12:00,7.22,72.1,2.16,10.73,54.58,1.0,2,2018-02-14 12:00:00,5.06,True
70479,70479,2018-02-14 13:00,7.89,70.7,2.51,10.21,55.74,1.0,2,2018-02-14 13:00:00,5.38,True
70480,70480,2018-02-14 14:00,7.92,68.8,2.54,9.54,53.69,1.0,2,2018-02-14 14:00:00,5.38,True
70481,70481,2018-02-14 15:00,8.02,66.18,2.74,8.17,53.02,1.0,2,2018-02-14 15:00:00,5.2799999999999985,True
70821,70821,2018-02-28 19:00,7.68,76.16,5.71,5.27,84.83,0.0,2,2018-02-28 19:00:00,1.97,True
70904,70904,2018-03-04 6:00,10.24,70.36,6.82,8.02,74.33,0.0,2,2018-03-04 06:00:00,3.42,True
70905,70905,2018-03-04 7:00,10.09,71.76,6.78,8.17,78.11,0.0,2,2018-03-04 07:00:00,3.31,True
70906,70906,2018-03-04 8:00,10.15,74.66,6.82,6.89,82.6,0.0,2,2018-03-04 08:00:00,3.33,True
70907,70907,2018-03-04 9:00,9.73,78.51,6.74,7.16,89.77,1.0,2,2018-03-04 09:00:00,2.99,True
70908,70908,2018-03-04 10:00,10.21,82.17,6.93,9.36,88.64,1.0,2,2018-03-04 10:00:00,3.280000000000001,True
70909,70909,2018-03-04 11:00,11.04,82.23,7.16,11.59,77.9,1.0,2,2018-03-04 11:00:00,3.879999999999999,True
70910,70910,2018-03-04 12:00,11.28,80.8,7.39,11.68,76.56,1.0,2,2018-03-04 12:00:00,3.89,True
70911,70911,2018-03-04 13:00,11.8,81.56,7.54,12.05,77.44,1.0,2,2018-03-04 13:00:00,4.260000000000002,True
70912,70912,2018-03-04 14:00,12.35,81.53,7.77,12.44,79.37,1.0,2,2018-03-04 14:00:00,4.58,True
70913,70913,2018-03-04 15:00,12.84,79.15,8.04,13.33,76.77,1.0,2,2018-03-04 15:00:00,4.800000000000002,True
70914,70914,2018-03-04 16:00,12.9,80.04,8.5,12.81,76.56,1.0,2,2018-03-04 16:00:00,4.4,True
70915,70915,2018-03-04 17:00,13.39,79.0,8.27,14.0,72.41,1.0,2,2018-03-04 17:00:00,5.120000000000001,True
70916,70916,2018-03-04 18:00,13.17,78.05,8.5,12.53,73.47,1.0,2,2018-03-04 18:00:00,4.67,True
70917,70917,2018-03-04 19:00,12.75,76.83,8.65,11.92,78.91,1.0,2,2018-03-04 19:00:00,4.1,True
70918,70918,2018-03-04 20:00,13.14,78.27,8.53,12.2,80.98,1.0,2,2018-03-04 20:00:00,4.610000000000001,True
70919,70919,2018-03-04 21:00,12.66,79.33,8.69,8.57,86.29,1.0,2,2018-03-04 21:00:00,3.9700000000000006,True
70920,70920,2018-03-04 22:00,12.44,81.44,8.73,10.09,92.37,1.0,2,2018-03-04 22:00:00,3.7099999999999986,True
70921,70921,2018-03-04 23:00,12.26,81.56,8.92,9.6,93.35,1.0,2,2018-03-04 23:00:00,3.34,True
70922,70922,2018-03-05 0:00,12.11,82.88,9.07,9.76,92.92,1.0,2,2018-03-05 00:00:00,3.0399999999999987,True
70923,70923,2018-03-05 1:00,12.05,82.23,9.03,9.18,92.12,1.0,2,2018-03-05 01:00:00,3.0200000000000014,True
70924,70924,2018-03-05 2:00,11.65,80.74,9.03,8.44,91.94,1.0,2,2018-03-05 02:00:00,2.620000000000001,True
70925,70925,2018-03-05 3:00,11.19,79.18,9.03,7.34,90.26,0.0,2,2018-03-05 03:00:00,2.16,True
70926,70926,2018-03-05 4:00,10.76,77.53,9.07,6.58,90.63,0.0,2,2018-03-05 04:00:00,1.6899999999999995,True
71128,71128,2018-03-13 14:00,14.24,67.25,8.84,16.17,58.18,1.0,2,2018-03-13 14:00:00,5.4,True
71129,71129,2018-03-13 15:00,14.55,69.08,8.95,15.8,64.35,1.0,2,2018-03-13 15:00:00,5.600000000000001,True
71130,71130,2018-03-13 16:00,14.67,71.76,9.03,15.68,65.17,1.0,2,2018-03-13 16:00:00,5.6400000000000015,True
71131,71131,2018-03-13 17:00,14.79,70.85,9.34,15.16,67.74,1.0,2,2018-03-13 17:00:00,5.449999999999998,True
71132,71132,2018-03-13 18:00,14.79,72.8,9.41,14.21,73.44,1.0,2,2018-03-13 18:00:00,5.379999999999999,True
71133,71133,2018-03-13 19:00,14.43,74.66,9.57,13.75,74.94,1.0,2,2018-03-13 19:00:00,4.8599999999999985,True
71134,71134,2018-03-13 20:00,14.4,74.79,9.72,13.45,76.31,1.0,2,2018-03-13 20:00:00,4.68,True
71135,71135,2018-03-13 21:00,14.06,76.22,9.68,13.57,76.1,1.0,2,2018-03-13 21:00:00,4.380000000000001,True
71136,71136,2018-03-13 22:00,13.94,77.14,9.87,13.51,74.3,1.0,2,2018-03-13 22:00:00,4.07,True
71137,71137,2018-03-13 23:00,14.46,69.84,9.91,14.4,63.34,1.0,2,2018-03-13 23:00:00,4.550000000000002,True
71158,71158,2018-03-14 20:00,17.94,64.9,12.96,16.65,67.7,0.0,2,2018-03-14 20:00:00,4.98,True
71163,71163,2018-03-15 1:00,16.87,71.67,13.3,15.01,77.66,0.0,2,2018-03-15 01:00:00,3.5700000000000003,True
71164,71164,2018-03-15 2:00,16.75,73.6,13.46,14.55,79.46,0.0,2,2018-03-15 02:00:00,3.2899999999999987,True
71165,71165,2018-03-15 3:00,16.32,76.4,13.46,14.0,86.14,0.0,2,2018-03-15 03:00:00,2.8599999999999994,True
71166,71166,2018-03-15 4:00,16.11,78.91,13.34,13.75,88.52,1.0,2,2018-03-15 04:00:00,2.77,True
71167,71167,2018-03-15 5:00,15.86,80.1,13.38,13.42,89.47,1.0,2,2018-03-15 05:00:00,2.479999999999998,True
71168,71168,2018-03-15 6:00,15.74,80.86,13.53,13.48,89.87,0.0,2,2018-03-15 06:00:00,2.210000000000001,True
71169,71169,2018-03-15 7:00,15.8,81.5,13.53,14.12,90.93,1.0,2,2018-03-15 07:00:00,2.2700000000000014,True
71170,71170,2018-03-15 8:00,15.98,82.97,13.57,14.82,87.12,1.0,2,2018-03-15 08:00:00,2.41,True
71171,71171,2018-03-15 9:00,16.2,82.6,13.69,14.95,86.05,1.0,2,2018-03-15 09:00:00,2.51,True
71172,71172,2018-03-15 10:00,16.23,82.63,13.69,15.04,85.01,1.0,2,2018-03-15 10:00:00,2.540000000000001,True
71173,71173,2018-03-15 11:00,15.89,83.03,13.72,14.52,88.0,1.0,2,2018-03-15 11:00:00,2.17,True
71174,71174,2018-03-15 12:00,16.11,83.85,13.84,14.52,88.55,1.0,2,2018-03-15 12:00:00,2.27,True
71175,71175,2018-03-15 13:00,15.95,82.84,13.84,14.33,85.81,1.0,2,2018-03-15 13:00:00,2.1099999999999994,True
71176,71176,2018-03-15 14:00,15.89,79.27,13.8,11.43,83.82,0.0,2,2018-03-15 14:00:00,2.09,True
71552,71552,2018-03-26 15:00,12.14,68.83,8.34,10.67,72.89,0.0,2,2018-03-26 15:00:00,3.8000000000000007,True
71553,71553,2018-03-26 15:30,12.23,69.26,8.46,10.49,72.13,0.0,2,2018-03-26 15:00:00,3.77,True
71593,71593,2018-03-27 12:00,12.56,69.14,8.8,21.11,41.24,0.0,2,2018-03-27 12:00:00,3.76,True
71594,71594,2018-03-27 12:30,12.87,68.99,8.95,20.01,43.44,0.0,2,2018-03-27 12:00:00,3.92,True
71595,71595,2018-03-27 13:00,13.36,70.09,8.88,20.56,42.98,1.0,2,2018-03-27 13:00:00,4.479999999999999,True
71596,71596,2018-03-27 13:30,13.66,69.17,9.15,19.8,44.08,0.0,2,2018-03-27 13:00:00,4.51,True
71597,71597,2018-03-27 14:00,13.94,68.41,9.26,19.43,45.54,0.0,2,2018-03-27 14:00:00,4.68,True
71598,71598,2018-03-27 14:30,14.4,67.25,9.34,19.22,46.7,1.0,2,2018-03-27 14:00:00,5.0600000000000005,True
71599,71599,2018-03-27 15:00,14.37,67.77,9.45,18.58,49.54,0.0,2,2018-03-27 15:00:00,4.92,True
71600,71600,2018-03-27 15:30,14.76,66.7,9.6,18.12,50.73,0.0,2,2018-03-27 15:00:00,5.16,True
71601,71601,2018-03-27 16:00,15.1,65.54,9.6,17.45,52.93,1.0,2,2018-03-27 16:00:00,5.5,True
71602,71602,2018-03-27 16:30,15.07,65.66,9.64,17.05,55.59,0.0,2,2018-03-27 16:00:00,5.43,True
71603,71603,2018-03-27 17:00,14.98,66.03,9.64,16.01,58.94,0.0,2,2018-03-27 17:00:00,5.34,True
71604,71604,2018-03-27 17:30,15.13,65.45,9.83,15.62,60.44,0.0,2,2018-03-27 17:00:00,5.300000000000002,True
71605,71605,2018-03-27 18:00,15.01,65.87,9.72,14.76,63.31,0.0,2,2018-03-27 18:00:00,5.289999999999999,True
71606,71606,2018-03-27 18:30,14.79,66.67,9.76,14.27,65.32,0.0,2,2018-03-27 18:00:00,5.0299999999999985,True
71607,71607,2018-03-27 19:00,14.61,66.85,9.79,13.57,67.58,0.0,2,2018-03-27 19:00:00,4.82,True
71608,71608,2018-03-27 19:30,14.43,67.34,9.79,13.02,69.87,0.0,2,2018-03-27 19:00:00,4.6400000000000015,True
71609,71609,2018-03-27 20:00,14.21,67.89,9.87,12.81,71.18,0.0,2,2018-03-27 20:00:00,4.340000000000002,True
71610,71610,2018-03-27 20:30,14.09,68.35,9.83,12.63,71.7,0.0,2,2018-03-27 20:00:00,4.26,True
71611,71611,2018-03-27 21:00,13.97,68.99,9.83,12.5,72.01,0.0,2,2018-03-27 21:00:00,4.1400000000000015,True
71612,71612,2018-03-27 21:30,13.75,69.29,9.83,12.11,72.99,0.0,2,2018-03-27 21:00:00,3.92,True
71613,71613,2018-03-27 22:00,13.45,70.48,9.79,11.62,75.79,0.0,2,2018-03-27 22:00:00,3.66,True
71614,71614,2018-03-27 22:30,13.14,71.52,9.68,11.28,77.75,0.0,2,2018-03-27 22:00:00,3.4600000000000013,True
71615,71615,2018-03-27 23:00,12.72,73.14,9.76,10.85,78.88,0.0,2,2018-03-27 23:00:00,2.9600000000000013,True
71616,71616,2018-03-27 23:30,12.56,73.9,9.95,10.95,79.73,0.0,2,2018-03-27 23:00:00,2.6100000000000008,True
71617,71617,2018-03-28 0:00,12.41,74.6,9.72,11.19,79.27,0.0,2,2018-03-28 00:00:00,2.6899999999999995,True
71618,71618,2018-03-28 0:30,12.26,75.55,9.79,11.01,79.76,0.0,2,2018-03-28 00:00:00,2.4700000000000006,True
71619,71619,2018-03-28 1:00,12.32,75.55,9.83,10.76,80.25,0.0,2,2018-03-28 01:00:00,2.49,True
71620,71620,2018-03-28 1:30,12.05,76.19,10.02,10.49,80.65,0.0,2,2018-03-28 01:00:00,2.0300000000000007,True
71621,71621,2018-03-28 2:00,12.05,75.98,9.95,10.24,81.35,0.0,2,2018-03-28 02:00:00,2.1000000000000014,True
71622,71622,2018-03-28 2:30,11.83,76.37,9.87,10.06,81.72,0.0,2,2018-03-28 02:00:00,1.9600000000000009,True
71634,71634,2018-03-28 8:30,11.71,77.81,9.91,15.1,62.27,0.0,2,2018-03-28 08:00:00,1.8000000000000007,True
71635,71635,2018-03-28 9:00,12.11,77.08,9.98,17.6,52.96,0.0,2,2018-03-28 09:00:00,2.129999999999999,True
71636,71636,2018-03-28 9:30,12.53,75.89,10.06,19.98,46.0,0.0,2,2018-03-28 09:00:00,2.4699999999999993,True
71637,71637,2018-03-28 10:00,13.14,73.96,10.21,22.0,41.24,0.0,2,2018-03-28 10:00:00,2.93,True
71638,71638,2018-03-28 10:30,13.54,73.66,10.48,22.79,36.51,0.0,2,2018-03-28 10:00:00,3.0599999999999987,True
71639,71639,2018-03-28 11:00,14.0,72.16,10.56,21.75,38.64,0.0,2,2018-03-28 11:00:00,3.4399999999999995,True
71640,71640,2018-03-28 11:30,14.21,70.76,10.6,21.57,40.87,0.0,2,2018-03-28 11:00:00,3.610000000000001,True
71641,71641,2018-03-28 12:00,14.61,68.93,10.63,21.05,42.98,0.0,2,2018-03-28 12:00:00,3.979999999999999,True
71642,71642,2018-03-28 12:30,14.88,67.67,10.75,20.53,43.28,0.0,2,2018-03-28 12:00:00,4.130000000000001,True
71656,71656,2018-03-28 19:30,15.86,67.19,11.59,14.09,72.8,0.0,2,2018-03-28 19:00:00,4.27,True
71657,71657,2018-03-28 20:00,15.53,69.47,11.51,13.75,75.49,0.0,2,2018-03-28 20:00:00,4.02,True
71658,71658,2018-03-28 20:30,15.43,69.87,11.55,13.72,75.0,0.0,2,2018-03-28 20:00:00,3.879999999999999,True
71659,71659,2018-03-28 21:00,15.22,70.85,11.4,13.97,73.53,0.0,2,2018-03-28 21:00:00,3.82,True
71660,71660,2018-03-28 21:30,15.01,71.73,11.63,13.82,74.42,0.0,2,2018-03-28 21:00:00,3.379999999999999,True
71661,71661,2018-03-28 22:00,15.04,72.59,11.55,13.69,77.59,0.0,2,2018-03-28 22:00:00,3.4899999999999984,True
71662,71662,2018-03-28 22:30,14.79,73.75,11.66,13.48,76.95,0.0,2,2018-03-28 22:00:00,3.129999999999999,True
71663,71663,2018-03-28 23:00,14.61,74.6,11.63,13.02,80.4,0.0,2,2018-03-28 23:00:00,2.979999999999998,True
71664,71664,2018-03-28 23:30,14.4,76.34,11.7,12.29,82.2,0.0,2,2018-03-28 23:00:00,2.700000000000001,True
71665,71665,2018-03-29 0:00,14.09,76.92,11.63,11.95,84.07,0.0,2,2018-03-29 00:00:00,2.459999999999999,True
